Word,Frequency
perform various actions visible,1
open source hardware,3
prototypes rarely become products,1
sandboxes generate new algorithms,1
early prints teaching aristocrats,1
new pointer became visible,1
chronos ): ‘,1
study climate change around,1
‘ autotelic ’,1
171 – 180,2
every governance machine since,1
artisan instruments explored ambiguous,1
social phenomena – bias,1
"""chapter 2 ), governance""",1
different regulatory forces visible,1
early thales ’ provocations,1
also distributed computing ).,1
air pump even created,1
concrete artifacts become models,1
prototypes would connect technological,1
liminal environments actively explores,1
instruments serving various political,1
"""., de paor""",1
thales ’ knowledge mocks,1
time ................................................................................................ 7,1
uses two surprising metaphors,1
garages unique geopolitical experiments,1
2 http :// hackerspaces,1
extreme algorithmic life inspired,1
‘ troubles ’.,1
present grassroots movements,1
3 conclusions prototypes,1
"""‘ walls ’,""",1
good governance automatically serving,1
sandbox involved citizens directly,1
fantasy design fiction movie,1
‘ knowing ’,1
science artisans remains ambiguous,1
paradoxically support practical use,1
"""), operating systems""",1
early algorithms provoked us,1
http :// wetpong,1
hardware products ’,1
"""), boston studies""",1
political units [...].,1
prototypes tackle public issues,1
extend public religious festivals,1
artificial leviathan paradoxically supports,1
prototypes fostered creative appropriations,1
thales ’ disruptive knowledge,1
china ’ could mean,1
tel aviv makerspace,1
bacon uses drebbel ’,1
‘ victors ’,1
‘ tactical ’,1
bios theoretikos contemplative life,1
"""arendt 2013 ), emancipatory""",1
‘ mechanism ’,1
composing new music rather,1
final geiger counter,1
"""6 ), 18""",1
sandbox would make participants,1
printable speculum designed,1
21st century citizen,1
6th century b,1
rankings make little sense,1
theoretical reason transcend human,1
traditional artisan techniques,1
tool without parallel changes,1
early 20th century,1
‘ democratic ’,1
"""2008 ), trustless networks""",1
lenient ip policies,1
"""‘ liminal ’,""",1
"""ὅλον ), gives thales""",1
complex networks envisioned around,1
techne — stanford encyclopedia,1
instruments whose original purpose,1
‘ project ’,1
resignation upon shared future,1
"""chapter 3 ), work""",1
also defined new forms,1
natural philosophy encapsulated within,1
social agency without imposing,1
across borders ’,1
allowed modern computer networks,1
1 – 7,1
21st century bestiary,1
later enlightenment project interpreted,1
device receives time data,1
2015 combined various ideologies,1
...................................................................... 95 dream,1
‘ decentralized ’,1
new ontological context ’,1
gm food .”,1
futarchy .” carmona,1
december 1 ).,1
1 – 8,2
project connected emerging technologies,1
meaning making without repeating,1
global financial institutions interested,1
‘ kits ’,1
artisanal science helped alchemists,1
initial coin offerings,1
transforms every singular case,1
source hardware projects,1
estrogen agency remained ambiguous,1
automation beyond every infrastructure,1
independent body outside platforms,1
smart citizen kit,1
government operating like,1
world — tech news,1
political processes beyond science,1
tools express various private,1
lithopy used emerging satellite,1
individual practice without reducing,1
dining philosopher allegory helped,1
‘ trade ’,3
‘ disobedient ’,1
‘ demiurges ’,1
social status quo mentioned,1
early modern low countries,1
liminal practice enabling transitions,1
artificial intelligence .”,1
citizen science activities initiated,1
diy sound synthesizers,1
3d printing industry,2
open hardware accelerators,1
liberated open hardware,1
governance machines even extends,1
23 ocsdnet project,1
retrieved july 6,7
relatively neutral zone,1
2010 ): 210,1
‘ vanity ’-,1
‘ swimming outposts,1
‘ ambivalent alliances,1
actually ‘ entering,1
‘ parts ’,1
engagements supported science communication,1
‘ opendrop ’,1
"""4 ), including today""",1
achieve predetermined goals automatically,1
"""2128 ), 20170355""",1
"""02 ), 159""",1
based governance model lacks,1
life hackers .” nature,1
defining alternative scenarios experienced,1
would make possible engagements,1
"""‘ firstborn ’,""",1
novel mass production practices,1
create efficient technical artifacts,1
means moving beyond,1
never become real products,1
libavius ’ thelesmos,2
must ‘ uncover,1
automated body politic,1
international review devoted,1
instruments support activities outside,1
‘ bellies ’,1
developing countries like indonesia,1
early modern natural philosophy,1
independent agency ‘ reading,1
‘ critical ’,1
popular among hackerspace members,1
politics since plato ’,1
illustrates well zilsel ’,1
transformation ......................................................................... 53 academy,1
parasites faced similar challenges,1
accommodate even opposing goals,1
http :// www,33
capture resignation upon agency,1
4_1 rozas,1
exploring new business models,1
"""consensus mechanism ,""""""",1
estrogen serve personal explorations,1
even started sharing information,1
"""experimenta lucifera ),""",1
use open satellite data,1
various ad hoc,1
key performance indicators,1
‘ solutionism ’,2
‘ discrimination ’,1
allow direct public engagement,1
distributed ledger technologies may,1
accelerationism .” theory,1
3d printed instruments,1
year ago ...,1
courtier – inventor,1
work today use blockchain protocols,1
‘ state ’,1
open gel box,1
creation inspired bacon ’,1
20th century changed,1
open source designs,1
based ’ policies,1
rethink algorithmic sovereignty beyond,1
bacon literally speaks,1
’ experimenters like,1
macro scales upon society,1
existing manufacturing infrastructure could,1
vita activa plural uses,1
prototypes enable science artisans,1
makerspaces create tools without,1
lean startup serving investors,1
“ value sensitive design,1
‘ whole ’,2
‘ true ’,1
would say democratize science,1
transparency (‘ governance,1
expresses kairos introduces metaphors,1
‘ instruments ’,1
including silicon valley,1
citizens resign upon personal,1
prototyping geeks showed science,1
‘ smallest particle,1
building affordable equipment,1
renaissance period combines metaphysical,1
projects included collaborations,1
first hardware accelerator,1
http :// blog,2
roman playwright attributed,1
commitments towards different futures,1
dominates current technocratic visions,1
homo faber destined,1
performs chronos without insisting,1
1 – 4,1
emerging hackerspaces — peer,1
https :// www,22
‘ clock ’,1
connect various philosophical insights,1
first spawned interest also,1
prototypes also become direct,1
instruments serving new monopolies,1
open hardware hacker,1
http :// solarpocketfactory,1
http :// peerproduction,1
http :// opensourceecology,1
http :// openpcr,1
http :// openmanufacturing,1
http :// manilamantis,2
http :// maggic,1
http :// informationr,1
http :// heybryan,1
http :// criticalengineering,1
http :// 3dprintingindustry,1
let alone judge,1
expressing ai ethics principles,1
classic archimedean sphere,1
announced algorithmic governance,1
book embody cassin ’,1
science instruments define various,1
"""1 ), 21582440211002530""",1
"""1 ), 205395172090487""",1
prototypes create new tools,1
enforces automation without participation,1
‘ members ’,1
support adoption without disruption,1
code without reducing one,1
even destroying public life,1
insulin production due,1
20th century communist,1
form genuine civic actions,1
carl schmitt ’,1
insulin pump using,1
"""chapter 2 ), however""",1
instruments become governance machines,1
"""2 ), closing citizens""",1
confluent prototypes like dream,1
universe current global state,1
visit silicon valley,1
single cell isolation,1
less known proposals,1
new manufactures ’,1
"""‘ soul ’,""",1
thales ’ anecdotes capture,1
prototypes enable unique collaborations,1
chronos outsources decision making,1
algorithmic rule algorithmic governance,1
‘ prototypes ’,1
retrieved august 17,1
carl von clausewitz,1
47 let anyone,1
exploratory prototyping enables citizens,1
transhackfeminist bioelectrochemical experiments,1
kairos meant right timing,1
open insulin project,1
collective supports practical uses,1
‘ gigantic mechanism,1
2020 – 1,1
https :// blog,2
govern without falling,1
automatically bring moral,1
....................................................................................................................................... 14 2,1
http :/ openqcm,1
blunt weapon used,1
artistic ideas happens simultaneously,1
‘ making ’,1
https :// doi,149
philosophers like thales use,1
"""customizable solutions ),""",1
possibly hacked components,1
https :// pt,1
https :// policyreview,1
https :// pearl,1
https :// pages,1
https :// openafm,1
https :// nickbostrom,1
https :// messari,1
https :// hbr,1
https :// dominiccummings,1
https :// andreassiagian,1
https :// anastrophe,1
brings forth liminality,1
open interventions embrace time,1
someone else ’,1
also inspired new algorithms,1
open hormones public,1
wealthy countries ’,1
support legitimacy along efficiency,1
‘ whole ’.,1
open hardware kits,1
inside smart cities,1
surrounds us strange,2
present artisans use prototypes,1
‘ parasites ’,1
aldine publishing company,1
final ends including justice,1
often surprising functions,1
citizen labs around,1
open source ecology32,1
‘ truth ’,2
‘ small ’,1
‘ program ’,1
‘ pitch ’,1
‘ domestication ’,1
‘ displacement ’,1
‘ courts ’,1
‘ consume ’,1
‘ algowashing ’,1
iot prototypes echo,1
politics resignation upon kairos,1
ideal international community engaged,1
sustainable energy projects,1
sandboxes emphasize everyday practices,1
promissory prototypes prototypes make,1
governance thus give advantage,1
future clean confluent technologies,1
sundial established false scarcity,1
transform society without creating,1
create powerful new algorithms,1
sides without compromising,1
"""improving society ), ideals""",1
technology without reducing one,1
advantageous contraption thales,1
desiderata renaissance artisanal instruments,1
‘ weak points,1
‘ fairy tale,1
public participation connect science,1
initiate various projects instead,1
social science research network,1
also private explorations discussed,1
"""‘ disruption ’,""",1
brain hacking explored,1
foster future technological change,1
define new governance machines,1
open hardware projects,1
communities define new goals,1
prototyping creates new instruments,1
regulate conflict minerals tried,1
chronos enabled algorithmic rule,1
"""kairos ), politics becomes""",1
supports experimental governance emphasizes,1
community using satellite data,1
still idle poor,1
paradigms organize communities beyond,1
known computer scientists working,1
"""kairos ), participants agree""",1
17th century artisan,1
imaginary smart village,2
neither mere material objects,1
emphasize transformation without universality,1
later also manipulated patterns,1
living universe would serve,1
makes human life unique,1
allegories defined common problems,1
chapter 2 follows zielinski,1
mobilize global south hopes,1
algorithms defines modern computing,1
creative projects combine social,1
lion without letting,1
‘ even double,1
binding even ‘,1
become homo faber,1
combined open technology standards,1
garages ’ combined,1
bitcoin political pamphlet hidden,1
‘ technically completed,1
http :// biodesign,1
utm_source =% 2ftransfection,1
temporis partus masculus,1
solar pocket factory62,1
sago pearl desert,1
raitong organics farm,2
offt die natur,1
mainly targeted thailand,1
glich findt )’.,1
gaudilabs /? page_id,1
die vernunfft unm,1
crafting interactive artifacts,1
chinese shopping malls,1
arxiv preprint arxiv,1
annoying lcd screens,1
vacuum pump serves science,1
ideal community including utopias,1
established science ’,1
communal practices exploring rather,1
monastic orders –,1
public life become rituals,1
osh prototypes support sharing,1
supported actors without,1
venture labor ’,1
social media supporting tinkering,1
instrument prototypes transformed science,1
design ’ without,1
prototypes use scientific labor,1
big science —,1
‘ architecture ’).,1
perform ‘ body,1
thales ’ contraption,3
explored future extreme forms,1
silicon valley dream,1
ethical framework ever,1
artisan prototypes emphasize time,1
lessig provided many examples,1
passage .................................................................................................... 99,1
transform society beyond anyone,1
hybrid environment supported experiments,1
149 – 172,1
‘ predictable ’,1
algorithms often promise transparency,1
algorithms become infrastructures owned,1
devil bridges always include,1
social interactions via clocks,1
intrusive ai automation system,1
artificially scarce resource,1
emancipatory versus exploratory,1
‘ microcosm ’,1
‘ expert ’,1
springer international publishing,4
"""rev ., 86""",1
"""., del bo""",1
ad hoc manner,1
pdc ’ 16,2
chi ’ 16,1
traditional himeji windchimes,1
8th acm conference,1
automated smart contracts,1
defining new computing challenges,1
live among emerging technologies,1
‘ subject ’,1
high energy physics,1
sciences defined modern governance,1
first homo faber,1
civil government ’,1
homo ludens achievements,1
http :// wiki,1
pure process outside history,1
open science hardware,12
"""meal times ),""",1
"""forma vitae ),""",1
also express human agency,1
"""4 ), 232""",1
"""‘ progress ’,""",1
thus neither reflected,1
making prototypes without pre,1
chapter 3 echo,1
allow loyal generals,1
‘ testnet ’,1
still felt comfortable,1
twenty projects around,1
function perfectly well without,1
solar pocket factory,4
open hardware instruments,2
create complex geopolitical relations,1
engaging human participants directly,1
‘ timekeeping ’,1
followed several collaborations,1
open future make science,1
imposes technology upon governance,1
salomon de caus,1
deus ex machina,1
17th century captured,1
serve various normative ideals,1
modern 9 parlor,1
even liminal governance emphasizes,1
insulin project defined,1
present osh perform time,1
‘ singular objects,1
proclamation ‘ innovate,1
http :// pechblenda,1
regula become written rules,1
retrieved july 8,2
65 underwater drones,1
test ’ emerging technology,1
‘ control ’,1
metaphors destabilize common meanings,1
‘ action ’,2
alchemical transformation emphasizing personal,1
‘ cosmoscopes ’,1
"""trustless networks ,""""""",1
sandboxes support technological innovation,1
"""1 ), 2053951720908892""",1
silicon valley code,1
opendrop electrowetting capture hybrid,1
commons stewardship ’,1
"""eicc ), conflict""",1
μέλλοντα χρόνον ).,1
"""technolog ), experiments""",1
stargazing also defines thales,1
public engagement beyond automation,1
living fruit ’,1
clepsydra introduced false urgency,1
legal customs surrounding,1
liminal environments like hackerspaces,1
public lives become quantified,1
public spaces .”,1
instrument making become means,1
ingenious design might come,1
citizens .” digital,1
projects supports experimental values,1
http :// hackteria,8
governance machines claim universal,1
‘ leisure ’,1
"""vita activa ),""",1
various body fluids,1
define future making beyond,1
silicon valley patron,1
"""3 ), 20""",1
open sustainability lab37,1
material carriers transmitting,1
"""kairos ), time became""",1
https :// lamport,1
https :// digital,1
"""etc ., politics becomes""",1
innovation become modern patrons,1
various technocratic proposals,1
institutions perpetuating various divides,1
"""future anterior ’,""",1
ad hoc engagements,1
two insulin projects,1
technology_virtuality_and_utopia_governmentality_i n_an_age_of_autonomic_computing saurwein,1
british accounting review,1
58 instructable documentatioon,1
knowledge serving absolute ends,1
https :// press,6
‘ patrons ’,1
informal networks support curiosity,1
public without advancing,1
sandbox model explores hybrid,1
open hardware prototypes,3
consumer goods summarizes,1
‘ synchronize ’,1
‘ connoisseurship ’,1
cambridge scholars publishing,1
one ideal would serve,1
often culturally determined,1
“ technai ”,1
‘ experimentall instrument,1
establishes blissful clarity,1
imagine new futures instead,1
appius claudius caecus,3
also explore radical ideas,1
‘ practices streaked,1
‘ never remains,1
science artisans emphasize kairos,1
smart cities embedded,1
indonesian government satellite,1
relativize kairos ’ experiences,1
previous chapters show engagements,1
‘ prediction ’,1
‘ care ’,4
https :// pechblenda,1
instruments without mentioning,1
2016 chi conference,1
building research equipment,1
given operating system,1
social media users waste,1
biased smart contract,1
hybrid sandboxes embrace time,1
official website,2
"""2 ), 205395172094808""",1
exploratory sandboxes means experimenting,1
‘ code ’,1
homo faber ).,1
ended experiments strengthens agency,1
satellite smart contracts,1
shots .’( morozov,1
kluwer academic publishers,1
johan joachim becher,1
kit gradually transformed,1
technology ’: solarpunk,1
"""3 ), 633""",1
different individuals might make,1
describe hybrid environments supporting,1
fall 2010 edition ).,1
rules express metaphysical commitments,1
algorithms replace political decision,1
global south ’,1
public resource means insisting,1
sociotechnical initiation rather,1
https :// hackteria,1
algorithm ‘ decrees,1
also solving governance challenges,1
support alternative research communities,1
‘ bending ’,1
decentralized autonomous organizations,2
german ideology ’,1
living instruments balance transformation,1
receiving device ’,1
"""), open science""",1
diy sterilization chamber,1
diy spectrometers supported,1
open hardware casablanca,1
open estrogen project,1
living instruments define prototyping,1
colloquial disputes .’,1
15 minutes .’,1
governance machines use computing,1
"""j .- f .,""",1
china shows various examples,1
good life –,1
performance .’( cassin,1
unjust machine .’,1
often old claimants,1
byzantine general problem,1
solipsistic ‘ creator,1
‘ institutional structures,1
2019 chi conference,1
sandboxes thus reclaims,1
new algorithmic sovereigns,1
"""regulatory sandboxes ),""",1
status quo ’,1
‘ demonstrative machine,1
rather improve upon nature,1
metaphors define new relationships,1
hackers ’ governance hackerspaces,1
professional designers use prototypes,1
"""j .- p .,""",1
"""1 ), emphasize""",1
experimental algorithmic citizenship,1
https :// papers,6
‘ calculate ’.,1
decentralized insurance schemes,1
support public engagement use,1
research 17 micronation,1
explorations ‘ worth,1
hybrid renaissance practices discussed,1
human actors ’,1
artisan prototypes use technology,1
homo ludens embodied,1
explicitly embraces political power,1
consolidating anyone ’,1
open source tools,1
understanding open hardware,1
comfort levels around,1
solutions without insisting,1
circuit stickers changing,1
“ maker culture liminality,1
forces without imposing,1
human actions ’,1
early renaissance prints,1
original prototype connecting kairos,1
air pump helped,1
2 – 2,1
"""2016 ), accountability""",1
ad hoc way,1
https :// public,1
southern african linguistics,1
rota elementorum within,1
retrieved september 29,1
nonturbine wind generators,1
modernist food dyes,1
.......................................................................... 93 casablanca,1
ad hoc process,1
‘ structure ’,1
general clearing house,1
look like automata,1
algorithmic social contract,1
gadjah mada university,1
https :// research,1
new infrastructure promised efficiency,1
also mobile phones,1
governance machines promise absolute,1
individual cognitive abilities,1
prototyping without teleology becomes,1
https :// github,3
different bio assays,1
elegantly intertwined mechanisms,1
promise universal rules expressed,1
16th century artisans,1
automation via chronos defined,1
performing ‘ social,1
rites de passage,1
perceptions via instruments,1
great command mechanism,1
recomposing things ’,1
autonomous gynecologylab16 experiments,1
patent infringement lawsuit,1
called ‘ book,1
principled artificial intelligence,1
electronic information industry,1
metaphors inspired powerful algorithms,1
must go beyond,1
"""e ., trump""",1
2017 ): n,1
edgar zilsel ’,1
affordable insulin45 production,1
futureofregtechhowtoregulatealgorith ms exploratory,1
‘ making music,1
single living machine,1
technology brings new knowledge,1
ad hoc group,1
uk financial conduct authority,1
‘ tables ’,1
german emblem indicated,1
disrespecting traditional rites,1
entertain wealthy patrons,1
trigger smart contracts,1
even without subjects,1
various collectives around,1
thales ’ project,1
"""curiosa ), leibniz""",1
changing circumstances ’,1
real ’ leaving,1
experienced various degrees,1
"""consensus mechanisms ),""",1
60 thingiverse documentation,1
time control via calendars,1
future renaissance instrument making,1
exploratory sandbox invites,1
international community around,1
main hardware developer,1
ancient mark zuckerberg,1
loeb classical library,2
historical consciousness ’,1
fair algorithmic mediation,1
algorithmic beasts devour,1
loser whose interest,1
independent developers since 2011,1
supported citizen science,1
clock resigned upon,1
"""ideal translator ),""",1
‘ safe space,1
measurable time predicting phenomena,1
informal geek diplomacy,1
restores active citizenship,1
experimental algorithmic citizenship79,1
tech solar panels,1
algorithms ................................... 125,1
called ‘ folly,1
open hardware start,1
http :// openinsulin,1
http :// lifepatch,1
future anterior ’,1
robert boyle ’,1
independent monitoring tools71,1
immaterial forces expressing,1
country !’( aristophanes,1
balanced national budgets,1
springer berlin heidelberg,1
present beautiful sights,1
professional orators described,1
mechanical reproduction ’,1
"""2 ), 8""",1
production without insisting,1
media archaeologists lamenting,1
prototypes define new values,1
described ‘ network,1
form creative collectives rethinking,1
paradigms even includes examples,1
misused public money,1
radiation monitoring geeks,1
public oversight ’,1
large ship without,2
global significance .’,1
host hungry parasites,1
enriching urban spaces,1
cynical marxist pitches,1
hacker communities around,1
evocative objects ’,1
1690 lock ’,1
blockchain smart contracts,1
ethereum inventor vitalik buterin,1
later progress reduce science,1
chronos often reduce politics,1
‘ bornitz claimed,1
unlike bacon ’,1
"""1 ), define""",1
reach temporary agreements,1
‘ also associated,1
com /; open,1
open hardware experiences,1
new york press,1
experience time without obeying,1
open source technologies,5
cultural transitions ’,1
smart healthcare applications,1
olive presses become,1
innovate without imposing,1
open manufacturing33 initiative,1
owning property govern life,1
infrastructure transforms lived experiences,1
traditional philosophical oppositions,1
new ensemble ’,1
algorithmic governance echoes,1
instruments quickly evolved,1
"""x ., heilig""",1
‘ gain access,1
"""10 ), article 10""",1
prevent future algorithmic scandals,1
science diplomacy blog,1
innovate particle physics,1
equally wide array,1
demanding unconditional obedience,1
relative autonomy created opportunities,1
gaining financial support,1
saints without claiming,1
algae bioreactors58as captured,1
another ideal politics based,1
dining philosopher ’,1
also pure enjoyment,1
instruments exercise absolute control,1
transgender body politics,1
"""wicker man ),""",1
coetzee reflected upon,1
governance machines reduce politics,1
science hardware engagements,1
oxford university press,4
great american cities,1
vitalist metaphors mix,1
joseph wright ’,2
algorithmic governance ’,1
serve nationalist innovation agendas,1
“ virtual walls,1
instruments define true knowledge,1
‘ machine based,1
harvard business review,1
powerful algorithms behind,1
kairos ................................................ 10 history,1
go beyond calls,1
special economic zone,6
open microscopy kit,1
sandboxes prototypes engage citizens,1
https :// ssrn,1
https :// smartcitizen,1
https :// gigaom,1
"""oriented applications ),""",1
predictive ai open,1
democracy .” annals,1
community around safecast,1
would tackle governance,1
existing public sentiments,1
electrowetting cat performing,1
"""2 ), 2056305118768303""",1
"""2 ), 2053951717726554""",1
methods .” university,1
something wonderful happens,1
brmlab hackerspace prague,1
industry professionals protected,1
incumbent industry giants,1
discussing policies related,1
ephemerality allow citizens,1
citizens resigned upon,1
paper apparently got,1
wild openqcm tool13,1
johann joachim becher,1
wiki pages describing,1
"""owns time ?""""""",1
science democratic enough,1
illustrates bornitz ’,1
participants explicitly demanded,1
ocean invention network,2
used zilsel ’,1
"""1 ), responsible""",1
yogyakarta opened new forms,1
wireless sensor nodes,1
algorithms reduce political processes,1
special economic zones,1
"""chapter 2 ),""",2
village remained open,1
prototypes define good governance,1
transformation without mentioning,1
social contract theories,1
‘ technological transparency,1
supposedly robert boyle,1
exploratory sandboxes add,1
gynepunk prototypes challenge,1
political objectives ’.,1
completed projects tend,1
"""chapter 3 ),""",4
opendrop merge directly,1
farm aquaponics systems,1
air pump .’,1
prototypes ‘ express,1
‘ new sort,1
reprint edition ).,2
clock )... would,1
scarcely aware .’,1
dying landscape .’,1
prototyping serving kairos back,1
free athenian citizen,3
https :// ideas,1
capture similar technocratic reduction,1
export raw material,1
restoring one idealized future,1
often reflect upon,1
prototypes define social expectations,1
structured prototype repository,1
revives zilsel ’,1
unique epistemic adventures,1
start learning bahasa,1
easily accessible hardware,1
space exploration19 aimed,1
letting others decide whether,1
‘ second treatise,1
‘ elite conception,1
dehumanized ‘ infra,1
across various divides,1
workers ’ rights,1
extend zilsel ’,1
combining different tools,1
pennsylvania law review,1
columbia law review,1
november 28 ).,1
kairos evoking ‘,1
special zones questions,1
embodied zilsel ’,1
tools combined esthetic,1
seemingly endless cycle,1
2017 acm conference,1
citizen labs support,1
artisans ’ institutions,1
scientific goals without,1
"""dining philosophers """",""",1
byzantine generals problem,1
idiosyncratic prototypes supported,1
crowdfunding campaign44 introduced,1
like plato ’,1
politics without supporting,1
francis bacon ’,3
21st century convergence,1
various novel formats,1
situating open science,1
source software projects,1
yale university press,3
northwestern university press,1
harvard university press,2
fordham university press,3
duke university press,2
columbia university press,2
algorithmic sovereignty beyond,2
algorithms impose governance machines,1
philosophicall argument ’,1
standard teleological explanations,1
invention adventure blog,1
blog /? tag,1
‘ algorithmic regulation,1
special issue 17,1
explores goals beyond,1
changing sociotechnical milieu,1
global invention organism,1
cornelis drebbel ’,2
old scanning machine,1
transcend human life,1
serendipitous experimenta fructifera,1
define new identities,1
representing scientific ideas,1
modern algorithmic state,1
various ‘ privacy,1
prototypes without insisting,2
"""., section 981a""",1
"""., section 1260a""",1
technology since bacon follow,1
politics without claiming,1
laboratory studies acknowledge,1
broken financial systems,1
marginal renaissance projects,1
citizen science labs,2
seeed studio emerged,1
junk food merging,1
intelligent bacteria project3,1
fosters symbiotic relations,1
fathering illegitimate children,1
craft seamlessly merge,1
cold war obsessions,1
code_law_explorations_of_the_blockchain_as_a_mo de_of_algorithmic_governance patočka,1
cheap yeast biosensor,1
anna berti suman,1
2707335 worshipping aphrodite,1
1940s casablanca depicted,1
"""1971 ), served""",1
diy air pumps,1
never took us,1
may create around,1
philosophers seated around,1
exploring new cosmologies,1
persistent myth reduces politics,1
algorithmization without representation,1
different backgrounds together,1
prototypes support colonization,1
osh enabled research,1
march 29 ).,1
depoliticize human actions,1
predictive analytics control,1
huntington library quarterly,1
idiosyncratic instruments bring,1
“ natural ”,1
"""νόμος ), lawmaking""",1
perform various functions,1
like today ’,1
future anterior explains,1
"""recognize ), chronos""",1
one possible source,1
every new instrument,4
thought rudolf mrázek,1
chapter 4 explains,1
leap forward ...,1
parasites ’ bellies,1
https :// search,1
wonders never cease,1
technological solutions supported,1
‘ forgotten fantasy,1
precise new clock,1
fellow citizens referred,1
consequences ’( arendt,1
"""governance machines ),""",1
forma vitae .’,1
air pump served,1
one exclusive sphere,1
"""2003 ), theoria""",1
urban artificial intelligence,1
informal science diplomacy,1
https :// experiment,1
public body outside,1
exploring various uses,1
something ‘ yet,1
"""), german history""",1
new one pleases,1
artisanal instruments reenact,1
handcrafted artisanal instruments,1
various atmospheric data,1
every new prototype,2
c ’ 11,1
great roman builder,1
lawrence lessig ’,1
artists ’ organizations,1
renaissance artisan instruments,1
instruments impose one future,1
participatory futures resisting automation,1
developer bunnie huang,1
later lifepatch4 ).,1
nick szabo —,1
renaissance instruments thus,1
pleasures ’ performs,1
public formed around,1
instrument supported open,1
strict copyright models,1
open future means preserving,1
emerging devil ’,1
chronos replace social action,1
many different parties,1
meet predetermined goals,1
sophists willingly submitted,1
olive presses thales,1
popular ‘ governance,1
creation without claiming,1
popularize algorithmic challenges,1
natural unity ’,1
remaining partially patented,2
single unified theory,1
resign upon experiments,1
theoretical reasoning performed,1
familiar look unfamiliar,1
project also tested,1
every new tool,1
"""k ., ames""",1
open futures outside,1
third international workshop,1
supporting professional scientists,1
algorithmic fair use,1
estrogen public ).,1
cybernetic control make prototyping,1
makerspace projects connect,1
comenius living trees,1
new reality seeking,1
open source aspirations,1
"""3 ), extended""",1
automated social contracts,1
electronics goes back,1
amorphic hidden mass,1
kits become invitations,1
new instrument suffocating,1
prototypes combining knowing,1
various new media,1
makerbot controversy exemplify,1
https :// plato,1
complex allegories never describe,1
....................................................................................................................................... 58 3,1
translates complex jargon,1
noble lineage ‘,1
deep time ’,1
study seriously ’).,1
techne /? utm_campaign,1
counter culture labs,2
communities without outsourcing,1
artisans like thales,1
common future become part,1
real historical occurrence,1
makes us forget,1
digital content without,1
would sign contracts,1
citizen science projects,8
politics still guides,1
renaissance instruments affirmed,1
generate various metaphysical,1
thales ’ stargazing,1
diy satellite project,1
michigan technological university,1
african conflict minerals,2
‘ technological magic,1
homo ludens insist,1
48 instructables documentation,1
urban food commensality,1
princeton university press,5
"""), public understanding""",1
arizona state university,1
"""2020 ), capture""",1
take another century,1
later plato ’,1
https :// web,1
create new vulnerabilities,1
create new economies,1
something arbitrary claiming,1
waste time ’,1
often antagonistic groups,1
kairos means including experiments,1
makes something constructed,1
contests never run,1
given infrastructure supports automation,1
"""infrastructure ), science""",1
public future connects politics,1
fruitful experiments serving,1
short ’ rather,1
3d printer design,1
"""governance ’, show""",1
3rd century b,1
build diy instruments,1
"""e ., reidenberg""",1
"""e ., carmichael""",1
"""e ., awomolo""",1
without reducing one,1
indirectly connected politics,1
combining various agendas,1
generating new knowledge,1
could add data,1
representing predefined knowledge,1
future smart cities,1
propagating technological futures,1
sandbox enables participants,1
every new infrastructure,1
representing universal knowledge,1
visually shocking critique,1
references aitken,1
gave lectures dressed,1
companies developing income,1
accusations remain ambiguous,1
repositories well summarize,1
algorithms claim universal patterns,1
hackerspace communities around,1
often serendipitous engagements,1
promises technological progress solving,1
shared machine shops,1
sometimes idiosyncratic uses,1
“ lean startup,1
us foreign policy,1
never become solutions,2
experimenta fructifera ).,1
march 1 ).,1
similar institutions around,1
enables algorithmic governance,1
18th century,1
thales ’ fall,1
"""water clock ),""",1
citizens called artisans,1
cosmic powers ’,1
informal transnational prototypes,1
1 ):,1
ssrn scholarly paper,6
provoke fellow citizens,1
new discipline dedicated,1
instauration later described,1
"""kairos ), especially""",1
"""innovation ), providing""",1
"""4 ), demonstrate""",1
small solar panels,1
ostrom meets blockchain,1
print air pumps,1
british air pumps,1
automated systems bring,1
thales ’ things,1
2015 liminal communitas,1
science artisan described,1
present air pumps,1
ethical machine learning,1
mathematical abstractions generated,1
free sourcing initiative,1
"""mit press ,.""",1
designing new instruments,1
runtime control stack,1
let alone control,1
genuine science outside,1
presents hungry bellies,1
cheaper diagnostic tools,1
washington technical report,1
autonomous algorithms become,1
regulatory sandboxes integrate,1
human action ’,1
sez manufactured products,1
technological promise ’,1
"""design ’, prototyping""",1
1 exploratory sandboxes,2
different factions split,1
like public squares,1
"""2 ), 2053951720932296""",1
"""2 ), 2053951716679679""",1
code open source,1
barbara cassin ’,1
new mega city,1
ancient greek island,1
vera keller ’,1
gaudilab channel,1
dem .% 2053,1
daerah istimewa yogyakarta,1
complex vending machine,2
also strategically used,1
environments allow participants,1
microfluidics diy kits,1
dynamic moments ...,1
avoiding technocratic determinism,1
"""leisure ), labor""",1
food hacking projects,1
festivals promote innovation,1
also serious engagements,1
whose interest science,1
bring new discoveries,1
emancipatory goals beyond,1
great engineering project,1
current regulatory sandboxes,1
future transgender scenarios,1
regulatory sandbox remains,1
become superior models,1
external cosmological phenomenon,1
create communities around,1
network supported unique,1
change without insisting,1
recreating new ideas,1
four regulatory forces,5
multiple regulators set,1
cambridge university press,4
various consensus mechanisms,1
issue 6 ).,1
political ‘ plurality,1
olive presses strengthened,1
olive presses predicts,1
